[0.4453125, -0.916015625, 0.0390625]
[0.44091796875, -0.91845703125, 0.04443359375]
[0.439453125, -0.9140625, 0.04833984375]
[0.4365234375, -0.91943359375, 0.04833984375]
[0.4365234375, -0.91943359375, 0.04833984375]
[0.43017578125, -0.927734375, 0.0556640625]
[0.43017578125, -0.927734375, 0.0556640625]
[0.43017578125, -0.927734375, 0.0556640625]
[0.4375, -0.921875, 0.0595703125]
[0.4375, -0.921875, 0.0595703125]
[0.4375, -0.921875, 0.0595703125]
[0.42822265625, -0.92236328125, 0.07373046875]
[0.43359375, -0.919921875, 0.07568359375]
[0.43359375, -0.919921875, 0.07568359375]
[0.44384765625, -0.90771484375, 0.06787109375]
[0.44384765625, -0.90771484375, 0.06787109375]
[0.4501953125, -0.89453125, 0.05419921875]
[0.4501953125, -0.89453125, 0.05419921875]
[0.4501953125, -0.89453125, 0.05419921875]
[0.45751953125, -0.89453125, 0.0400390625]
[0.4599609375, -0.90087890625, 0.02734375]
[0.4599609375, -0.90087890625, 0.02734375]
[0.46826171875, -0.91943359375, 0.03125]
[0.46826171875, -0.91943359375, 0.03125]
[0.46826171875, -0.91943359375, 0.03125]
[0.47314453125, -0.9267578125, 0.0361328125]
[0.47314453125, -0.9267578125, 0.0361328125]
[0.4638671875, -0.91162109375, 0.044921875]
[0.43798828125, -0.91943359375, 0.046875]
[0.43798828125, -0.91943359375, 0.046875]
[0.43798828125, -0.91943359375, 0.046875]
[0.40869140625, -0.9365234375, 0.068359375]
[0.40869140625, -0.9365234375, 0.068359375]
[0.40869140625, -0.9365234375, 0.068359375]
[0.40869140625, -0.9365234375, 0.068359375]
[0.40234375, -0.9306640625, 0.07373046875]
[0.40234375, -0.9306640625, 0.07373046875]
[0.4072265625, -0.93408203125, 0.0703125]
[0.4072265625, -0.93408203125, 0.0703125]
[0.4072265625, -0.93408203125, 0.0703125]
[0.42041015625, -0.9326171875, 0.07470703125]
[0.42041015625, -0.9326171875, 0.07470703125]
[0.42724609375, -0.935546875, 0.07666015625]
[0.42724609375, -0.935546875, 0.07666015625]
[0.44091796875, -0.92626953125, 0.0625]
[0.4638671875, -0.9248046875, 0.05419921875]
[0.4638671875, -0.9248046875, 0.05419921875]
[0.48095703125, -0.91357421875, 0.05078125]
[0.48095703125, -0.91357421875, 0.05078125]
[0.48291015625, -0.9072265625, 0.037109375]
[0.48291015625, -0.9072265625, 0.037109375]
[0.484375, -0.8916015625, 0.03466796875]
[0.484375, -0.8916015625, 0.03466796875]
[0.49560546875, -0.88134765625, 0.0390625]
[0.49560546875, -0.88134765625, 0.0390625]
[0.4990234375, -0.8828125, 0.04833984375]
[0.4990234375, -0.8828125, 0.04833984375]
[0.50439453125, -0.8837890625, 0.06689453125]
[0.50439453125, -0.8837890625, 0.06689453125]
[0.50244140625, -0.88134765625, 0.07373046875]
[0.50244140625, -0.88134765625, 0.07373046875]
[0.490234375, -0.8759765625, 0.0849609375]
[0.490234375, -0.8759765625, 0.0849609375]
[0.49365234375, -0.86376953125, 0.0927734375]
[0.49365234375, -0.86376953125, 0.0927734375]
[0.49267578125, -0.87255859375, 0.09716796875]
[0.49267578125, -0.87255859375, 0.09716796875]
[0.47607421875, -0.86328125, 0.10546875]
[0.47607421875, -0.86328125, 0.10546875]
[0.47607421875, -0.86328125, 0.10546875]
[0.46728515625, -0.86279296875, 0.09912109375]
[0.46728515625, -0.86279296875, 0.09912109375]
[0.46728515625, -0.86279296875, 0.09912109375]
[0.46044921875, -0.8525390625, 0.0986328125]
[0.46044921875, -0.8525390625, 0.0986328125]
[0.46044921875, -0.8525390625, 0.0986328125]
[0.4423828125, -0.859375, 0.09912109375]
[0.4423828125, -0.859375, 0.09912109375]
[0.44140625, -0.8603515625, 0.0859375]
