[-2.5625, 3.0625, -8.9375]
[-5.0, 0.75, -8.25]
[-5.0, 0.75, -8.25]
[-5.4375, -1.3125, -7.625]
[-5.4375, -1.3125, -7.625]
[-4.875, -2.25, -8.0625]
[-4.75, -3.125, -8.8125]
[-4.75, -3.125, -8.8125]
[-4.75, -3.125, -8.8125]
[-4.5, -3.625, -9.0]
[-4.5, -3.625, -9.0]
[-4.3125, -4.75, -6.8125]
[-1.3125, -6.0, -4.125]
[-1.3125, -6.0, -4.125]
[2.9375, -5.5, -1.3125]
[2.9375, -5.5, -1.3125]
[6.4375, -3.9375, 1.875]
[7.6875, -3.5, 3.875]
[7.6875, -3.5, 3.875]
[8.3125, -4.875, 4.6875]
[8.3125, -4.875, 4.6875]
[8.3125, -4.875, 4.6875]
[10.1875, -5.9375, 4.125]
[9.75, -5.625, 4.6875]
[9.75, -5.625, 4.6875]
[9.75, -5.625, 4.6875]
[10.4375, -5.0, 6.125]
[10.75, -5.4375, 7.5625]
[10.75, -5.4375, 7.5625]
[10.75, -5.4375, 7.5625]
[11.125, -6.0, 8.75]
[11.6875, -7.375, 10.6875]
[11.6875, -7.375, 10.6875]
[13.4375, -8.875, 12.625]
[13.4375, -8.875, 12.625]
[15.8125, -9.6875, 12.4375]
[15.8125, -9.6875, 12.4375]
[13.0, -10.4375, 10.875]
[13.0, -10.4375, 10.875]
[8.875, -10.25, 10.75]
[8.875, -10.25, 10.75]
[10.3125, -8.9375, 10.1875]
[10.3125, -8.9375, 10.1875]
[10.125, -8.0, 8.75]
[7.625, -7.375, 7.375]
[7.625, -7.375, 7.375]
[7.625, -7.375, 7.375]
[4.75, -7.0, 6.4375]
[4.75, -7.0, 6.4375]
[3.25, -6.0, 5.3125]
[3.25, -6.0, 5.3125]
[5.3125, -4.625, 4.5625]
[5.3125, -4.625, 4.5625]
[3.875, -4.125, 3.875]
[3.875, -4.125, 3.875]
[3.0625, -2.375, 2.0]
[1.875, -1.25, -0.3125]
[1.875, -1.25, -0.3125]
[1.875, -1.25, -0.3125]
[-0.4375, 0.125, -2.25]
[-0.9375, 1.3125, -2.375]
[-0.9375, 1.3125, -2.375]
[-0.5625, 2.6875, -1.6875]
[-0.5625, 2.6875, -1.6875]
[-2.375, 3.5625, -1.25]
[-2.375, 3.5625, -1.25]
[-2.375, 3.5625, -1.25]
[-4.6875, 4.3125, -0.875]
[-3.8125, 5.5625, -0.625]
[-3.8125, 5.5625, -0.625]
[-4.4375, 6.5, 0.1875]
[-4.4375, 6.5, 0.1875]
[-5.625, 7.625, 0.5]
[-5.625, 7.625, 0.5]
[-4.875, 7.1875, 0.4375]
[-4.875, 7.1875, 0.4375]
[-4.875, 6.0625, 0.0]
[-4.875, 6.0625, 0.0]
[-4.875, 6.0625, 0.0]
[-4.125, 5.8125, -0.4375]
[-4.125, 5.8125, -0.4375]
[-4.125, 5.8125, -0.4375]
[-2.875, 5.5, -0.625]
[-2.875, 5.5, -0.625]
[-2.9375, 5.1875, -0.875]
[-2.25, 5.25, -1.3125]
[-2.25, 5.25, -1.3125]
[-2.25, 5.25, -1.3125]
[-2.5, 4.5625, -0.8125]
[-2.5, 4.5625, -0.8125]
[-2.0, 3.875, -0.25]
[-2.0, 3.875, -0.25]
[-1.3125, 3.1875, 0.125]
[-1.5625, 3.375, 0.125]
[-1.5625, 3.375, 0.125]
[-1.5625, 3.375, 0.125]
[-0.625, 3.3125, 0.375]
[-0.75, 2.4375, 0.3125]
[-0.75, 2.4375, 0.3125]
[-0.25, 1.875, 0.125]
[-0.25, 1.875, 0.125]
[-0.125, 1.125, -0.125]
[-0.125, 1.125, -0.125]
[0.1875, 0.4375, -0.5625]
[0.1875, 0.4375, -0.5625]
[0.6875, 0.5, -0.25]
[0.6875, 0.5, -0.25]
[1.8125, 0.3125, -0.0625]
[1.8125, 0.3125, -0.0625]
[2.375, -0.8125, 0.0625]
[2.375, -0.8125, 0.0625]
[1.375, -2.0625, 0.0625]
[1.375, -2.0625, 0.0625]
[2.4375, -2.375, 0.0625]
[2.4375, -2.375, 0.0625]
[2.0625, -2.125, 0.125]
[2.0625, -2.125, 0.125]
[2.0625, -2.125, 0.125]
[0.5625, -0.75, -0.5625]
[-0.5, -0.1875, -0.1875]
[-0.5, -0.1875, -0.1875]
[0.25, 0.75, 0.5625]
